
Processing get_correlation_functions.cxx++...


TWO POINT CORRELATION: ../tsrc0/nuc3pt.dat.608

52	1.1618e+09	-1.56818e+08	7.65828e+08	1.56532e+09
53	1.43449e+09	-3.44038e+08	6.38503e+08	1.68592e+09
54	1.8896e+09	-1.73775e+08	5.3873e+08	1.56327e+09
55	2.57175e+09	-8.56499e+07	5.71744e+08	1.20584e+09
56	3.19569e+09	-3.94709e+08	7.90908e+08	7.06526e+08
57	3.38591e+09	-1.31712e+09	6.4482e+08	3.93132e+08
58	3.53623e+09	-1.80935e+09	1.41483e+07	5.03325e+08
59	4.31102e+09	-8.75522e+08	-3.55337e+08	9.41345e+08
60	4.5788e+09	2.45927e+08	-8.0167e+08	1.76357e+09
61	6.50111e+09	6.56439e+08	-1.28122e+09	2.69834e+09
62	8.78483e+09	1.03279e+09	-1.43395e+09	4.36173e+09
63	1.03097e+10	2.03938e+08	-1.64961e+09	6.69524e+09


TWO POINT CORRELATION: ../tsrc0/nuc3pt.dat.624

0	1.99489e+11	-2.14513e+09	2.07122e+11	-1.95e+10
1	4.65801e+11	3.10526e+10	-1.2655e+11	-2.7958e+10
2	1.21216e+11	9.4924e+09	-1.12836e+10	-7.50045e+09
3	1.01429e+11	-1.77437e+10	-7.55053e+09	1.53287e+08
4	6.33605e+10	3.77521e+09	-4.05553e+09	-1.4746e+09
5	2.8004e+10	1.6808e+09	-3.84205e+08	-4.13327e+08
6	2.04273e+10	6.73559e+09	6.9482e+08	3.38755e+07
7	5.63218e+09	3.99023e+09	-4.73959e+08	3.09991e+08
8	3.36571e+09	1.06424e+09	-1.8896e+08	-1.49767e+08
9	1.65514e+09	6.14686e+08	-2.55265e+08	-1.71269e+08
10	2.17716e+08	-2.66726e+08	-1.49277e+08	-1.86584e+07
11	1.51751e+07	1.1322e+08	-7.51171e+07	1.92187e+07
12	8.42024e+07	5.07596e+07	4.74883e+07	2.4014e+07
13	1.17075e+07	-2.14275e+08	8.289e+07	-1.55127e+08
14	6.40006e+07	-5.48073e+07	2.70523e+07	-2.44125e+07
15	1.28306e+08	-6.13705e+07	3.78554e+07	2.30187e+07
16	1.06406e+08	2.43411e+07	4.17926e+07	-1.66897e+07
17	2.82965e+07	-3.58219e+07	1.44815e+07	8.21317e+06
18	1.91313e+07	4.88713e+07	-1.8457e+07	-1.24981e+07
19	-1.8437e+07	1.13465e+07	-1.73168e+07	-6.11473e+06
20	-1.35442e+06	-2.15149e+06	-1.71978e+07	-1.51077e+07
21	-3.88211e+06	858746	-1.90819e+07	1.13292e+06
22	2.18922e+07	9.69783e+06	-6.24759e+06	-1.13064e+07
23	1.68711e+07	2.76604e+06	-9.32436e+06	-1.11916e+06
24	1.79094e+07	-847048	-3.81443e+06	-1.37294e+06
25	2.0719e+06	-4.97471e+06	-3.90424e+06	-1.35903e+06
26	3.21691e+06	-6.7668e+06	-2.76675e+06	-376689
27	-4.59448e+06	-3.96201e+06	-2.08388e+06	430872
28	366795	-2.21087e+06	-2.02009e+06	435970
29	-1.83015e+06	-1.49154e+06	198045	-2.6904e+06
30	367550	-1.08486e+06	1.06475e+06	-1.7232e+06
31	928303	-1.28621e+06	1.96885e+06	-1.16497e+06
32	-1.03589e+06	-249688	1.85119e+06	-2.02803e+06
33	-1.59732e+06	-2.50423e+06	-364790	-5.02952e+06
34	-1.60713e+06	-734447	-1.24138e+06	-3.41484e+06
35	-1.40968e+06	-832914	2.89063e+06	-2.39499e+06
36	218435	-2.53227e+06	4.06612e+06	-8.06629e+06
37	-230907	380553	3.32915e+06	-1.53034e+06
38	-1.22459e+06	-1.01684e+06	-2.67749e+06	-1.2661e+06
39	-1.24853e+06	-486940	-2.04288e+06	661235
40	-6.50804e+06	1.38468e+06	2.52394e+06	1.00032e+06
41	-2.47312e+06	3.49583e+06	-4.5147e+06	8.20629e+06
42	-6.04703e+06	1.25351e+06	-8.87329e+06	1.5705e+07
43	-1.55972e+07	1.54481e+07	-4.62358e+06	3.10526e+07
44	-1.9117e+07	1.78143e+07	-9.22098e+06	1.37354e+06
45	-3.58378e+06	1.77711e+07	-3.15992e+07	-2.28622e+07
46	1.47636e+07	1.64565e+07	-3.32101e+07	-9.14594e+07
47	6.59922e+07	-5.93455e+06	-4.8343e+07	-7.25196e+07
48	6.46784e+07	-3.71446e+07	-2.95665e+07	-3.84233e+07
49	7.78744e+07	-3.17677e+07	-2.19025e+07	-2.57506e+07
50	-8.74626e+07	8.95279e+07	-5.68809e+07	-1.70107e+08
51	-2.86795e+08	1.52477e+08	-2.58288e+08	-3.73036e+08
52	-2.20263e+08	1.97368e+08	-1.51415e+08	-3.77536e+08
53	-1.7779e+08	2.86305e+08	-1.29348e+08	1.88844e+08
54	-8.1666e+07	3.00866e+08	-1.6492e+08	-1.3202e+08
55	4.02945e+07	5.5175e+08	-3.9314e+08	-7.9218e+08
56	-2.07681e+08	4.90149e+08	-1.05795e+08	-5.32406e+08
57	-2.20984e+08	-3.48126e+08	-4.34081e+08	8.56762e+08
58	1.45866e+08	-9.22188e+08	-5.11669e+09	1.98596e+09
59	-3.96512e+08	-8.46338e+08	-8.26879e+09	-2.67187e+09
60	-2.17946e+09	-1.86141e+08	-1.74562e+10	1.25805e+09
61	2.31674e+09	7.35474e+08	-7.02847e+10	-7.21229e+09
62	2.94377e+10	-2.94781e+09	-1.91709e+11	-1.29785e+10
63	1.69747e+11	-1.70569e+10	-5.69758e+11	4.8962e+10


THREE POINT CORRELATION: ../tsrc0/nuc3pt.dat.624

0	-1.86467e+10	2.6661e+10	1.81096e+10	1.97767e+10
1	4.26806e+09	3.30314e+10	3.01912e+10	2.37034e+10
2	1.54931e+10	3.12635e+10	3.18484e+10	2.14838e+10
3	1.99234e+10	3.24218e+10	2.82729e+10	1.45525e+10
4	2.54607e+10	3.42002e+10	2.35314e+10	8.23661e+09
5	2.5474e+10	3.50799e+10	1.43216e+10	1.09365e+10
6	1.9192e+10	3.33177e+10	8.63431e+09	1.54155e+10
7	1.4713e+10	3.0038e+10	8.94696e+09	1.70635e+10
8	1.8761e+10	2.40588e+10	9.07765e+09	1.81592e+10
9	1.91287e+12	8.06448e+11	7.93325e+11	1.5663e+12
10	5.85469e+09	9.44732e+09	1.05066e+09	1.91229e+10
11	8.95265e+09	7.95314e+09	8.84637e+08	1.88791e+10
12	9.828e+09	5.45596e+09	5.28762e+07	1.63905e+10
13	9.74419e+09	4.49299e+09	-5.82952e+08	1.12315e+10
14	9.12039e+09	3.73727e+09	-7.88646e+08	7.51655e+09
15	8.82033e+09	5.30896e+09	-3.28107e+08	5.21471e+09
16	8.93128e+09	6.40626e+09	4.82111e+08	3.87783e+09
17	8.1408e+09	6.13074e+09	1.09462e+09	2.81582e+09
18	7.30917e+09	5.52042e+09	1.50779e+09	2.56953e+09
19	6.9043e+09	5.02691e+09	1.13149e+09	2.76946e+09
20	5.74067e+09	4.26659e+09	5.12511e+08	2.49742e+09
21	4.48279e+09	3.28485e+09	-5.75715e+07	2.00002e+09
22	3.54017e+09	2.22568e+09	-2.19353e+08	1.35602e+09
23	3.02288e+09	1.88264e+09	-6.77754e+07	9.79206e+08
24	2.51025e+09	1.9723e+09	1.12472e+08	6.79104e+08
25	1.84125e+09	1.84362e+09	2.84217e+08	3.16283e+08
26	1.26125e+09	1.22377e+09	4.72549e+08	9.60047e+07
27	8.25075e+08	5.68162e+08	4.80901e+08	1.34586e+07
28	6.0528e+08	3.17434e+08	3.83329e+08	7.3837e+07
29	6.87041e+08	2.58283e+08	3.56294e+08	1.58274e+08
30	7.96011e+08	1.82043e+08	3.64924e+08	1.24847e+08
31	8.25581e+08	1.11094e+08	2.8648e+08	6.58343e+07
32	7.38639e+08	3.33703e+07	2.19834e+08	1.06261e+08
33	6.24083e+08	1.39406e+07	1.93885e+08	1.40454e+08
34	4.71863e+08	-1.95048e+07	1.81142e+08	1.48505e+08
35	4.00814e+08	-1.3366e+07	1.53078e+08	1.31807e+08
36	3.98974e+08	-1.51579e+07	1.23241e+08	1.27115e+08
37	4.47733e+08	-4.05703e+07	1.25907e+08	1.25624e+08
38	5.09745e+08	-3.39539e+07	1.20967e+08	1.02226e+08
39	5.76494e+08	-3.23046e+07	1.00098e+08	8.74744e+07
40	6.96217e+08	-1.0161e+08	7.8391e+07	1.30787e+08
41	8.43197e+08	-3.11781e+08	1.11193e+08	1.6271e+08
42	9.35282e+08	-6.12814e+08	1.49969e+08	1.20828e+08
43	9.2039e+08	-7.31215e+08	2.34655e+08	1.33669e+08
44	1.12955e+09	-7.13952e+08	3.62662e+08	3.08185e+08
45	1.63372e+09	-5.99298e+08	4.94306e+08	6.16077e+08
46	2.21297e+09	-5.58203e+08	6.53296e+08	9.28087e+08
47	2.79195e+09	-3.55144e+08	7.75578e+08	1.17345e+09
48	3.15887e+09	-5.51682e+07	8.94309e+08	1.2238e+09
49	3.25116e+09	3.33275e+08	1.08049e+09	1.08523e+09
50	3.64172e+09	9.50292e+08	1.30323e+09	9.03507e+08
51	4.42554e+09	1.50611e+09	1.62452e+09	6.3212e+08
52	5.24644e+09	1.91234e+09	1.6591e+09	2.99748e+08
53	6.05687e+09	2.30806e+09	1.70327e+09	-1.9798e+08
54	6.66193e+09	1.82421e+09	1.81158e+09	-1.09201e+09
55	6.39705e+09	9.50254e+08	1.72215e+09	-2.66756e+09
56	3.74956e+09	-3.24655e+08	1.46802e+09	-3.86606e+09
57	1.59328e+09	-1.09054e+09	1.49024e+09	-4.04681e+09
58	-1.57449e+09	-7.61338e+06	1.12269e+09	-2.51227e+09
59	-6.87313e+09	2.38867e+09	1.75118e+08	2.28584e+08
60	-1.36169e+10	5.17141e+09	-3.42312e+08	4.27947e+09
61	-2.14456e+10	8.42391e+09	1.15119e+09	8.39469e+09
